,Compound,Date,Negative,Neutral,Positive,Source,Text
91,0.5267,03/28/2018,0.848,0.0,0.152,@CNN,Russia's Vladimir Putin sworn in to become President for another six years after winning an election in March with¡¦ https://t.co/tom9IqxIoO
92,0.3818,03/28/2018,0.867,0.0,0.133,@CNN,"Trump attorney Rudy Giuliani: ""I am focused on the law more than the facts right now"" https://t.co/KrTI7c222o https://t.co/7LKI9Dhe0X"
93,-0.5267,03/28/2018,0.56,0.265,0.175,@CNN,"Untruths have served Trump well. It's clear that rather than harming him, the President's rejection of facts enhanc¡¦ https://t.co/PBH4NVWqU9"
94,-0.7964,03/28/2018,0.628,0.372,0.0,@CNN,"A famed wildlife filmmaker has died after ""a fatal run in with a giraffe"" https://t.co/iq0U3qlfKq https://t.co/OvZkFS6LuX"
95,0.0772,03/28/2018,0.933,0.0,0.067,@CNN,Deer in Oregon are walking around with arrows in their bodies. Police want to know who did it.¡¦ https://t.co/6nDqOjoa5Q
96,0.7184,03/28/2018,0.682,0.0,0.318,@CNN,"The number of Afghan security personnel has dropped by 10% in a year, a strong indication that the multibillion-dol¡¦ https://t.co/46ovKuyGhI"
97,-0.3818,03/28/2018,0.852,0.148,0.0,@CNN,"A 132-pound ovarian tumor was removed from a 38-year-old Connecticut woman this year during a five-hour surgery, ac¡¦ https://t.co/YIuWhqOesJ"
98,-0.5719,03/28/2018,0.802,0.198,0.0,@CNN,US crude oil futures are topping $70 per barrel for the first time since 2014 https://t.co/ihnSDOQDth
99,0.1027,03/28/2018,0.769,0.106,0.125,@CNN,A Miami police officer has been relieved of duty after a video showed him kicking a suspect in the head¡¦ https://t.co/lvBl8cnnz5
0,0.0,03/28/2018,1.0,0.0,0.0,@CBS,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:¡¦"
1,0.5093,03/28/2018,0.87,0.0,0.13,@CBS,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS¡¦ https://t.co/AfWUVo4GSu
2,0.6996,03/28/2018,0.775,0.0,0.225,@CBS,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity¡¦
3,0.5562,03/28/2018,0.736,0.0,0.264,@CBS,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM
4,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP
5,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the¡¦
6,0.0,03/28/2018,1.0,0.0,0.0,@CBS,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co¡¦"
7,0.8268,03/28/2018,0.701,0.0,0.299,@CBS,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the¡¦ https://t.co/tCiNaLGIvq"
8,0.8777,03/28/2018,0.627,0.0,0.373,@CBS,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele¡¦ https://t.co/JfUFINmYGH
9,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck¡¦
10,0.3818,03/28/2018,0.86,0.0,0.14,@CBS,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:¡¦ https://t.co/iJN1ssGPvZ
11,0.8356,03/28/2018,0.67,0.0,0.33,@CBS,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat¡¦ https://t.co/xZhDSYnxL6
12,0.0,03/28/2018,1.0,0.0,0.0,@CBS,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1¡¦ https://t.co/Deyn76ADT9
13,0.75,03/28/2018,0.687,0.0,0.313,@CBS,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI"
14,0.5719,03/28/2018,0.837,0.0,0.163,@CBS,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access¡¦ https://t.co/YCbHDK2r4b
15,0.6239,03/28/2018,0.779,0.0,0.221,@CBS,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin¡¦ https://t.co/xcBChnjEvH"
16,0.6696,03/28/2018,0.756,0.0,0.244,@CBS,Who¡¯s ready to see these moves? ? Tune in to the @latelateshow¡¯s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN
17,0.4019,03/28/2018,0.863,0.0,0.137,@CBS,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co¡¦ https://t.co/Q3Zj3EzuNs"
18,-0.4019,03/28/2018,0.895,0.105,0.0,@CBS,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b¡¦ https://t.co/fEAMUblPQ4
19,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @carrieunderwood: ICYMI! Watch Carrie¡¯s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu
20,0.0,03/28/2018,1.0,0.0,0.0,@CBS,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character¡¦ https://t.co/ijSXSLyDaR
21,0.4877,03/28/2018,0.826,0.0,0.174,@CBS,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:¡¦ https://t.co/GhhAsEDqmq"
22,0.4939,03/28/2018,0.868,0.0,0.132,@CBS,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the¡¦ https://t.co/IsPrXRNXye"
23,0.4199,03/28/2018,0.859,0.0,0.141,@CBS,When you realize there are TWO episodes of @CrimMinds_CBS tonight! ? Who¡¯s ready for the double-episode season fina¡¦ https://t.co/CWVAHHeIGr
24,0.7688,03/28/2018,0.706,0.0,0.294,@CBS,Giving you even more reasons to celebrate! ? See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK
25,0.5994,03/28/2018,0.804,0.0,0.196,@CBS,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:¡¦ https://t.co/w0WRmpQ6fk"
26,0.0903,03/28/2018,0.736,0.125,0.14,@CBS,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ????????????? #TonyAwards2018 https://t.co/NLss47K6¡¦
27,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar¡¦ https://t.co/jy52FKd7t0
28,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Can you believe it¡¯s been 11 years since @taylorswift13¡¯s first-ever performance at the #ACMawards?! Look back at t¡¦ https://t.co/QHSPuJLLFb
29,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Waiting for the @ScorpionCBS season finale to start like¡¦ Tune in at 10/9c! https://t.co/peoDXtO707
30,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1
31,0.2714,03/28/2018,0.806,0.071,0.123,@CBS,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience¡¦
32,-0.296,03/28/2018,0.833,0.167,0.0,@CBS,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J"
33,0.5719,03/28/2018,0.821,0.0,0.179,@CBS,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:¡¦ https://t.co/iA3SMVIhpA
34,0.765,03/28/2018,0.708,0.0,0.292,@CBS,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the¡¦ https://t.co/rMGCzOeJQK
35,0.0,03/28/2018,1.0,0.0,0.0,@CBS,That's a wrap for the 53rd #ACMawards! ? https://t.co/jM0HKud3d6
36,0.0,03/28/2018,1.0,0.0,0.0,@CBS,"To all of tonight's nominees, we tip our hats to you! ? #ACMawards https://t.co/eytEezfIgS"
37,0.636,03/28/2018,0.682,0.0,0.318,@CBS,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd
38,0.128,03/28/2018,0.776,0.1,0.123,@CBS,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year¢ç:¡¦ https://t.co/KtRKXkUpmI"
39,0.5255,03/28/2018,0.841,0.0,0.159,@CBS,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the¡¦ https://t.co/rFB5f2lVo7
40,0.8392,03/28/2018,0.437,0.123,0.44,@CBS,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards
41,0.4389,03/28/2018,0.792,0.0,0.208,@CBS,"Put your hands up for Entertainer of the Year, @Jason_Aldean! ? #ACMawards https://t.co/QLFrrsyU8R"
42,0.8268,03/28/2018,0.648,0.0,0.352,@CBS,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit
43,0.0,03/28/2018,1.0,0.0,0.0,@CBS,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? ? #ACMawards https://t.co/19pDyrELqC"
44,0.8687,03/28/2018,0.605,0.0,0.395,@CBS,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma¡¦ https://t.co/6m7nZFwPyK
45,0.7152,03/28/2018,0.626,0.0,0.374,@CBS,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline
46,0.0,03/28/2018,1.0,0.0,0.0,@CBS,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! ? https://t.co/Xu7WPuv1f2
47,0.5106,03/28/2018,0.798,0.0,0.202,@CBS,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif¡¦ https://t.co/Zwqh2PAdM1"
48,0.8877,03/28/2018,0.512,0.0,0.488,@CBS,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush
49,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards
50,0.7027,03/28/2018,0.744,0.0,0.256,@CBS,RT @MegsMouthful: @carrieunderwood Just WOW. Can¡¯t wait to hear more of your new music! #ACMawards
51,0.807,03/28/2018,0.641,0.0,0.359,@CBS,Hugs for @CarrieUnderwood and @KeithUrban's big win for Vocal Event of the Year! #ACMawards https://t.co/nn2XJ6nCSi
52,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD
53,-0.5423,03/28/2018,0.811,0.189,0.0,@CBS,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it ?? #ACMawards"
54,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Hands up for @littlebigtown at the #ACMawards? https://t.co/o8YFtpGLfK
55,0.7707,03/28/2018,0.677,0.0,0.323,@CBS,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L
56,0.5859,03/28/2018,0.759,0.0,0.241,@CBS,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm
57,0.8374,03/28/2018,0.602,0.0,0.398,@CBS,RT @maddymika_: the ACM awards are the BEST night of the year ????????? #ACMAwards
58,-0.7027,03/28/2018,0.632,0.368,0.0,@CBS,? Sound the alarm because @mirandalambert is on FIRE ? at the #ACMawards! https://t.co/11vshBs4EV
59,-0.3254,03/28/2018,0.451,0.34,0.209,@CBS,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards
60,0.4588,03/28/2018,0.769,0.0,0.231,@CBS,RT @EmilyyBruorton: @mirandalambert is my all time favorite ?#ACMAwards #keeperoftheflame #thebest
61,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Hats off to @Jason_Aldean! ? #ACMawards https://t.co/1WSjnafKoX
62,0.6222,03/28/2018,0.761,0.0,0.239,@CBS,RT @alyssaa711: Country music just brings so much joy to my heart ?? #ACMawards
63,0.891,03/28/2018,0.543,0.075,0.382,@CBS,"She may hate love songs, but @KelseaBallerini knows how to write a great one. ? Give her a round of applause for th¡¦ https://t.co/r50viWNM0Z"
64,0.8588,03/28/2018,0.596,0.0,0.404,@CBS,The feeling when you win Vocal Group of the Year at the #ACMawards ? Congratulations to @OldDominion! https://t.co/4SjYLtwLXy
65,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @LouisianaNashie: Way to go Old Dominion #acmawards
66,0.4199,03/28/2018,0.843,0.0,0.157,@CBS,There's nothing in the world like that performance by @KeithUrban and @juliamichaels. Nicole Kidman agrees!¡¦ https://t.co/VlwVUkNZCi
67,0.8902,03/28/2018,0.654,0.0,0.346,@CBS,RT @AbigailRamage: @reba is slaying the game! Loving her outfits and her puns. She is absolutely stunning!! My all time fave ???? #ACMAwards
68,0.5994,03/28/2018,0.766,0.0,0.234,@CBS,"First-ever #ACMAwards winner @BrettYoungMusic stuns the crowd with an incredible performance of his hit, ""In Case Y¡¦ https://t.co/ftoksP7HrZ"
69,0.7184,03/28/2018,0.625,0.0,0.375,@CBS,RT @tiffstarr16: ACM awards are my favorite time of the year? #ACMawards
70,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @adelleborchetta: Loooove this song!!! @kanebrown and @Lauren_Alaina #WhatIfs #ACMAwards ????
71,0.0,03/28/2018,1.0,0.0,0.0,@CBS,RT @kel_lee213: That Kane Brown performance ??? #kanebrown #whatif #ACMawards #country
72,0.6696,03/28/2018,0.837,0.0,0.163,@CBS,"What if you were made for us, and we were made for you!? ?? How much did you love @kanebrown and @Lauren_Alaina's d¡¦ https://t.co/xiZQ5wgddc"
73,0.5255,03/28/2018,0.78,0.0,0.22,@CBS,What a performance! @gwenstefani was all smiles when @blakeshelton was on stage. #ACMawards https://t.co/yxbA1DbieE
74,0.6688,03/28/2018,0.572,0.0,0.428,@CBS,RT @wendyjo3: #ACMawards loved that @blakeshelton performance!!
75,0.0,03/28/2018,1.0,0.0,0.0,@CBS,"Making her first-ever appearance at the #ACMAwards, @BebeRexha performs her chart-topping collaboration with¡¦ https://t.co/u1KXKrCbdD"
76,0.4199,03/28/2018,0.811,0.0,0.189,@CBS,This song by @ladyantebellum sounds like the single for the summer! ? #ACMawards https://t.co/81aj1vqFYh
77,0.5719,03/28/2018,0.619,0.0,0.381,@CBS,RT @42nagirl: Lady Antebellum is perfection. #ACMawards
78,0.8513,03/28/2018,0.611,0.0,0.389,@CBS,"Hot off the presses! Congratulations on your win and your newborn twins, @ChrisStapleton ! #ACMawards https://t.co/4e9qhxMN69"
79,0.857,03/28/2018,0.587,0.0,0.413,@CBS,RT @_miracarrara: #ACMawards I am so happy ¡°Tin Man¡± won song of the year. amazing?@mirandalambert
80,0.8118,03/28/2018,0.487,0.0,0.513,@CBS,RT @TheAmelieAnna: Yaaas! @mirandalambert congrats on #Tinman winning! #ACMAwards
81,0.8398,03/28/2018,0.579,0.0,0.421,@CBS,Congratulations to @mirandalambert for her #ACMawards win for Song of the Year! https://t.co/pucK1Us49R
82,0.4199,03/28/2018,0.811,0.0,0.189,@CBS,Looks like @BebeRexha and @FLAGALine are ¡°Meant To Be¡± at the #ACMawards! ? https://t.co/0RvqyJ9geh
83,0.8225,03/28/2018,0.678,0.0,0.322,@CBS,RT @AlliCat028: Loving the show so far. @ChrisYoungMusic rocked it and of course @reba is perfect. @ACMawards #ACMAwards
84,0.8271,03/28/2018,0.588,0.0,0.412,@CBS,RT if you loved that amazing performance of ¡°Rich¡± by @MarenMorris ? #ACMawards https://t.co/3FeWpdOSl6
85,0.4753,03/28/2018,0.744,0.0,0.256,@CBS,"Give a round of applause for the #ACMawards host, @reba! ? https://t.co/ilIBWn6VIn"
86,0.6369,03/28/2018,0.826,0.0,0.174,@CBS,RT @JustinPlummer15: Laid up in bed with my dog watching the #ACMAwards is the best way to spend Sunday night ??
87,0.6996,03/28/2018,0.721,0.0,0.279,@CBS,Get ready to see your favorite country stars light up the night. The #ACMawards start NOW! https://t.co/SCf66kSWxT
88,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Kick your boots off and stream the 53rd #ACMawards in 30 minutes on CBS All Access: https://t.co/sdTTidJYre https://t.co/pyi23nBPSH
89,0.5093,03/28/2018,0.87,0.0,0.13,@CBS,Tonight's the night! Tune in at 8/7c to see @reba and all your favorite country artists take Vegas by storm at the¡¦ https://t.co/UlPpES5eN8
90,0.1759,03/28/2018,0.922,0.0,0.078,@CBS,The anticipation is real. Just three hours away from the 53rd #ACMawards! Tune in at 8/7c on CBS All Access:¡¦ https://t.co/9os3PJ4pyQ
91,0.6369,03/28/2018,0.802,0.0,0.198,@CBS,"Are you ready to party with @dariusrucker in a few hours at the #ACMawards? Watch the show LIVE at 8/7c on CBS, or¡¦ https://t.co/xAGKgZFRoD"
92,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Look out for @LukeBryanOnline's performance tonight at the 53rd #ACMawards! https://t.co/dgxgsfj5Hg
93,0.34,03/28/2018,0.893,0.0,0.107,@CBS,Are you as excited for the #ACMawards as @KelseaBallerini? This Female Vocalist Of The Year nominee is taking the s¡¦ https://t.co/JSj5jGH25H
94,0.0,03/28/2018,1.0,0.0,0.0,@CBS,Watch @Jason_Aldean and @ThomasRhett take a break from rehearsals to spend quality time with Route 91 Survivors.¡¦ https://t.co/TiDfaYxJUm
95,0.8402,03/28/2018,0.625,0.0,0.375,@CBS,Country's brightest stars like @ThomasRhett are ready to pour their hearts out during their performances tomorrow n¡¦ https://t.co/m3zOG8M8lw
96,0.4574,03/28/2018,0.864,0.0,0.136,@CBS,You¡¯re invited to Country Music's Party of the Year¢ç! Here's everything you need to know before watching the 53rd¡¦ https://t.co/Xr4iamFD7t
97,0.4003,03/28/2018,0.77,0.0,0.23,@CBS,Get excited! @NCIS_CBS has been renewed for Season 16. https://t.co/JnL0D0vMsV
98,0.3612,03/28/2018,0.884,0.0,0.116,@CBS,What goes into putting on an extraordinary show like the 53rd #ACMawards? Head behind the scenes with the executive¡¦ https://t.co/2sFRfYNAku
99,0.4939,03/28/2018,0.824,0.0,0.176,@CBS,Enjoy this #FlashbackFriday revisiting @ThomasRhett @KaceyMusgraves and more of country's biggest names for their f¡¦ https://t.co/cnCQBnP1xI
0,-0.8316,03/28/2018,0.596,0.404,0.0,@FoxNews,BREAKING: @NYGovCuomo calls on state @AGSchneiderman to resign after bombshell accusations of violence against wome¡¦ https://t.co/8BwdQ5czd0
1,-0.4939,03/28/2018,0.78,0.161,0.06,@FoxNews,".@MarkSteynOnline: ""The only people who are committing any crime here are the two shake-down artists, which is Stor¡¦ https://t.co/PI7uAC2MvO"
2,-0.4023,03/28/2018,0.891,0.109,0.0,@FoxNews,"Joel Payne: ""If we can't trust our president to not perjure himself in front of Bob Mueller and his team, that's a¡¦ https://t.co/CL0V3RdNUD"
3,-0.5859,03/28/2018,0.73,0.27,0.0,@FoxNews,".@TuckerCarlson: ""Even as ominous signs accumulated, we struggled against calling the Mueller investigation a parti¡¦ https://t.co/pPbNVLnANi"
4,-0.743,03/28/2018,0.526,0.474,0.0,@FoxNews,NY @AGSchneiderman accused of physical violence by 4 women https://t.co/hlfAMquKGN
5,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@RealDrGina: ""If this were Roseanne donating to #Trump instead of Rosie donating to Democrats...she would be makin¡¦ https://t.co/HKP1ZJ0eqa"
6,-0.2263,03/28/2018,0.881,0.119,0.0,@FoxNews,Filmmakers say they were stopped by police outside @Airbnb rental because they are black https://t.co/ppxHM46eHb
7,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"John Moxley, brother of Martha Moxley: ""It will never be to rest."" https://t.co/ULoyys3Sbp #TheStory https://t.co/4AorFEWhaM"
8,-0.7096,03/28/2018,0.731,0.269,0.0,@FoxNews,JUST IN: New York Attorney General Eric Schneiderman responds to four women accusing him of physical abuse https://t.co/pI6ckVC1dQ
9,-0.4939,03/28/2018,0.63,0.248,0.122,@FoxNews,".@marcthiessen: ""I don't know whether what @JohnKerry did was illegal, but it is certainly outrageous, and it's cer¡¦ https://t.co/FEUql42fN6"
10,-0.2263,03/28/2018,0.853,0.147,0.0,@FoxNews,Trump-endorsed Ohio Senate candidate responds to million-dollar lawsuit filed by opponent https://t.co/sJlNv5mEWh
11,0.25,03/28/2018,0.913,0.0,0.087,@FoxNews,".@Judgenap: ""The power to redact is a corrupt power. It shouldn't be in the hands of the people who created the doc¡¦ https://t.co/Q06ynGS7D8"
12,0.4576,03/28/2018,0.864,0.0,0.136,@FoxNews,".@KarlRove on Ohio primary election: ""This is going to be a very interesting race to watch because the Democratic P¡¦ https://t.co/HjNZIn69pC"
13,-0.296,03/28/2018,0.784,0.216,0.0,@FoxNews,House chaplain delivers 1st prayer since rescinding resignation https://t.co/xQF2n0bDPx
14,0.5106,03/28/2018,0.82,0.0,0.18,@FoxNews,".@TheJuanWilliams: ""[Don Blankenship] is the #Trump guy here? the populist, energized candidate, and that's what¡¦ https://t.co/S4lhICKyyh"
15,-0.1761,03/28/2018,0.909,0.091,0.0,@FoxNews,".@MZHemingway: ""With the Mueller probe, those 48 questions coming out, they were very vague. They weren't specific.¡¦ https://t.co/2bx0Yb71d7"
16,-0.6249,03/28/2018,0.796,0.204,0.0,@FoxNews,".@MorriseyWV: ""Nominating Don Blankenship would be an electoral disaster for West Virginia because I think he would¡¦ https://t.co/lQDk6FB9ET"
17,0.34,03/28/2018,0.87,0.0,0.13,@FoxNews,"Attorney General Jeff Sessions announced Monday that the Department of Homeland Security will have a ""zero toleranc¡¦ https://t.co/hQnsytCyiy"
18,-0.4019,03/28/2018,0.876,0.124,0.0,@FoxNews,".@TomBevanRCP: ""This is the problem with the Iran deal in the first place: how the Obama administration went about¡¦ https://t.co/Lgl7vqQjGY"
19,-0.8625,03/28/2018,0.538,0.462,0.0,@FoxNews,Manhunt for killer after 'multiple' people shot dead inside Maryland home https://t.co/xVC8ichoz2
20,-0.5574,03/28/2018,0.825,0.175,0.0,@FoxNews,".@MaraLiasson on 'possibly illegal Shadow Diplomacy' on Iran deal: ""@JohnKerry was not negotiating on behalf of the¡¦ https://t.co/jx8BSslQ4K"
21,0.5719,03/28/2018,0.778,0.0,0.222,@FoxNews,WATCH: Rep. @keithellison Celebrates 'May Day' with 'I Don't Believe in Borders' Shirt https://t.co/sBibgQjkyX
22,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@NASCAR owners in talks to sell series, report says https://t.co/L8FzM0qFzU"
23,-0.6705,03/28/2018,0.791,0.209,0.0,@FoxNews,"The mother of a @BelmontUniv student, who was killed in last month's shooting at a Tennessee Waffle House, received¡¦ https://t.co/n2ic4dKJEw"
24,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"""Saturday Night Live"" alum @JrzyJoePiscopo told @MariaBartiromo Monday that the decision to feature Stormy Daniels¡¦ https://t.co/KFxxvjjcQr"
25,-0.34,03/28/2018,0.87,0.13,0.0,@FoxNews,'Flipping the Script': #The Five Sounds Off on IL Counties Considering 'Sanctuary' Law for Gun Owners https://t.co/HvqsJA99s3
26,0.4215,03/28/2018,0.872,0.0,0.128,@FoxNews,".@kimguilfoyle: ""We can¡¯t just decide to legislate based on popular emotions or sentiment at the time. That is not¡¦ https://t.co/wd8jYBh0fZ"
27,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Gutfeld on I-P-B: identity politics blindness https://t.co/rUbTs6YgJl
28,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS unveiled her new ¡°Be Best¡± campaign at the @WhiteHouse Rose Garden Monday. The initiative will address the¡¦ https://t.co/nPsoyKYths
29,0.2609,03/28/2018,0.854,0.0,0.146,@FoxNews,".@kilmeade: ¡°President Obama left very popular, but his policies weren¡¯t.¡± https://t.co/pYaCmcqmHM #TheFive https://t.co/oYQ9wNXsuv"
30,-0.743,03/28/2018,0.656,0.344,0.0,@FoxNews,Florida deputy shot in head while responding to dispute involving cat has died https://t.co/6PlfMbCDzQ
31,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@kilmeade: ¡°What Rudy Giuliani has to do is inform people about what he¡¯s doing.¡± https://t.co/AxwZphme9j #TheFive https://t.co/01O3Vn8j5Y
32,0.3612,03/28/2018,0.878,0.0,0.122,@FoxNews,".@TheJuanWilliams: It's not about having everybody on the inside saying we like our fellow insider, it¡¯s about Amer¡¦ https://t.co/g5YtEyiTEA"
33,0.7783,03/28/2018,0.775,0.0,0.225,@FoxNews,".@kimguilfoyle on Gina Haspel: She should be chosen not because she¡¯s a woman, but because she is the best choice a¡¦ https://t.co/yBzNstJtQF"
34,0.5106,03/28/2018,0.864,0.0,0.136,@FoxNews,"Fmr. Sen. Joe Lieberman: ""If @POTUS pulls out [of the Iran nuke deal] tomorrow, trust me, the Iranians are going to¡¦ https://t.co/PcythkKgO7"
35,-0.7351,03/28/2018,0.708,0.292,0.0,@FoxNews,"AG Sessions says all illegal border crossers will be prosecuted, children may be separated from parents https://t.co/uEE3H5J2P8"
36,-0.6705,03/28/2018,0.667,0.333,0.0,@FoxNews,Officers killed in the line of duty in 2018 https://t.co/AByjAz8cOB
37,0.4019,03/28/2018,0.769,0.0,0.231,@FoxNews,.@FLOTUS unveils ¡®Be Best¡¯ initiative to help kids https://t.co/jdCWUJxe8i https://t.co/bMlzWPGVTi
38,0.6808,03/28/2018,0.72,0.0,0.28,@FoxNews,"AG Sessions: ""[The American people] are right to want a safe, secure border and a government that knows who is here¡¦ https://t.co/YvP69vKPHO"
39,0.3818,03/28/2018,0.841,0.0,0.159,@FoxNews,"AG Sessions: ""There will be about a 50% increase in the number of immigration judges who will be handling asylum cl¡¦ https://t.co/dzSPkn7CJn"
40,-0.5574,03/28/2018,0.847,0.153,0.0,@FoxNews,"AG Sessions: ""I have put in place a zero-tolerance policy for illegal entry on our southwest border. If you cross t¡¦ https://t.co/OOwfCQno0m"
41,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"RT @FoxBusiness: Warren Buffett on @amazon: ""@JeffBezos is a business genius."" https://t.co/B0ajOB5sCQ"
42,-0.8834,03/28/2018,0.671,0.329,0.0,@FoxNews,"RT @FoxBusiness: Charlie Munger on Bitcoin: ""I think these idiot booms do harm to a country. They frequently come to bad ends and they caus¡¦"
43,-0.6305,03/28/2018,0.718,0.215,0.066,@FoxNews,"RT @FoxBusiness: Warren Buffett on Iran nuclear deal: ""I favor continuing the deal... It's not perfect but we don't live in a perfect world¡¦"
44,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"AG Sessions: ""Today we're here to send a message to the world that we are not going to let the country be overwhelm¡¦ https://t.co/UcKgeDJrFZ"
