,Compound,Date,Negative,Neutral,Positive,Source,Text
45,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Attorney General Jeff Sessions and ICE Deputy Director Thomas Homan are in California at the U.S-Mexico border to d¡¦ https://t.co/hvpD7OekrP
46,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"McCain book blasts Benghazi response as bureaucratic 'a-- covering,' hits Trump - via @brookefoxnews 
https://t.co/h6einCboEx"
47,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,¡°THE DAILY SPIKE¡±: Check out what canine companion Spike is up to on his new blog! https://t.co/5ypAcVXCkP¡¦ https://t.co/Q7Hwt2QQce
48,0.4019,03/28/2018,0.828,0.0,0.172,@FoxNews,.@POTUS signs ¡®Be Best¡¯ proclamation as @FLOTUS unveils initiative to help kids https://t.co/jdCWUJxe8i https://t.co/Qxj4w63ptj
49,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@POTUS on @FLOTUS Melania Trump: ¡°Everywhere she has gone, Americans have been touched by her sincerity, moved by¡¦ https://t.co/5exxTOQGzV"
50,0.8831,03/28/2018,0.636,0.0,0.364,@FoxNews,".@POTUS: ""America is truly blessed to have a first lady who is so devoted to our country and to our children.¡± https://t.co/3znrXGlhzM"
51,0.8591,03/28/2018,0.655,0.0,0.345,@FoxNews,".@FLOTUS: ¡°Together, let¡¯s encourage children to dream big, think big, and do all they can to be best in everything¡¦ https://t.co/XSoQlh5gDy"
52,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS: How we raise and educate our children on a variety of topics will provide the blueprint for the next gene¡¦ https://t.co/s5FpkKYjo8
53,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS: ¡°I do believe that children should be both seen and heard.¡± https://t.co/dj1KKN8Vfq
54,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@FLOTUS: ¡°Let us teach our children the difference between right and wrong.¡± https://t.co/vwS55Fvgmg
55,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@FLOTUS: ¡°Together, I believe we should strive to provide kids with the tools they need to cultivate their social¡¦ https://t.co/GLDX2t33CE"
56,0.7184,03/28/2018,0.6,0.0,0.4,@FoxNews,.@FLOTUS: ¡°Children deserve every opportunity to enjoy their innocence.¡± https://t.co/Qi5rM6eyqi https://t.co/Td5mjIsLcQ
57,0.6808,03/28/2018,0.781,0.0,0.219,@FoxNews,".@FLOTUS: ""If we truly listen to what our kids have to say¡¦adults can provide them the support and tools they need¡¦ https://t.co/jdWmXulkVI"
58,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@FLOTUS: ¡°As a mother and as first lady, it concerns me that in today¡¯s fast-paced and ever connected world, child¡¦ https://t.co/BPKDz0jzSe"
59,0.4019,03/28/2018,0.769,0.0,0.231,@FoxNews,SOON: @FLOTUS unveils her plans to help kids https://t.co/Qi5rM6eyqi https://t.co/NtFmqjJJdN
60,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@FLOTUS rolls out her formal initiatives, focusing on the well-being of children, from the @WhiteHouse Rose Garden. https://t.co/cyhgsfI7We"
61,0.2006,03/28/2018,0.66,0.148,0.192,@FoxNews,"McCarthy: 'Very Confident' That Voters Will Reject Pelosi's Obstruction, Keep GOP in Majority https://t.co/ySCJo7wBlS"
62,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"Moments ago, President @realDonaldTrump tweeted about his Iran deal decision announcement. https://t.co/PJBxdk2Xez"
63,0.7783,03/28/2018,0.685,0.0,0.315,@FoxNews,.@PressSec on Gina Haspel: ¡°She wants to do everything she can to protect the safety and security of Americans.¡± https://t.co/mwTgZ7JAhX
64,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@PressSec: ¡°Acting Director Haspel has an unparalleled understanding of the CIA and is the right person to lead it¡¦ https://t.co/d9I6K7qDew
65,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@PressSec on Hawaii volcano: ¡°The president continues to monitor the ongoing situation.¡± https://t.co/UK8dXVYjwj https://t.co/LK1sm4Suwt
66,0.0,03/28/2018,0.761,0.12,0.12,@FoxNews,".@PressSec: ¡°The president¡¯s historic tax cuts, deregulation, and pro-growth policies are creating jobs and restori¡¦ https://t.co/S0CuLPfdTq"
67,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing https://t.co/rwmW08lVcf
68,-0.0772,03/28/2018,0.925,0.075,0.0,@FoxNews,'World's fastest' hybrid roller coaster in Ohio shuts down on opening day after two cars collide https://t.co/sHYmEwQkps
69,0.1027,03/28/2018,0.565,0.21,0.226,@FoxNews,"Firefighters were able to successfully revive a kitten after a fire broke out at a home in Palm Bay, Florida. https://t.co/LuEFEykH5u"
70,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Vadimir Putin debuts Russia's new presidential limousine https://t.co/XMzxVSkEIh
71,0.6369,03/28/2018,0.729,0.0,0.271,@FoxNews,Cpl. Patrick Canterbury plays rock-paper-scissors during the Fuji Flightline Festival May 4 on Combined Arms Traini¡¦ https://t.co/Q5XIuMGp63
72,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@VP Mike Pence addresses a Protocolary Session of the Organization of American States (OAS) https://t.co/rYgK9jecLq
73,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Awaiting: @WhiteHouse briefing https://t.co/ps35I5pdMX
74,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,"JUST IN: Lt. Col. Oliver North to become @NRA president, organization says https://t.co/jwuyWB6DbE https://t.co/s485GIg5rp"
75,0.4215,03/28/2018,0.859,0.0,0.141,@FoxNews,Woman on American Airlines flight saved by doctor from same hospital she was heading to get treatment https://t.co/G28mCJwZTC
76,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Dramatic video shows lava from Hawaii's Kilauea volcano moving down the street in the Leilani Estates subdivision.¡¦ https://t.co/av8arD09dn
77,-0.296,03/28/2018,0.845,0.155,0.0,@FoxNews,West Virginia primary: Blankenship has Republicans scrambling to avoid Roy Moore repeat https://t.co/IBk0NwRS8U
78,0.5574,03/28/2018,0.841,0.0,0.159,@FoxNews,.@RepDeSantis: ¡°Rudy is the man for the job and I think he¡¯s going to probably engineer a positive outcome in this¡¦ https://t.co/1NmoxtbnEk
79,-0.4588,03/28/2018,0.85,0.15,0.0,@FoxNews,"Johnny Depp attacked location manager on new movie, offered worker money to punch him back, report says https://t.co/cEaoIjB0lJ"
80,-0.7096,03/28/2018,0.629,0.371,0.0,@FoxNews,Father of fallen Marine says thief stole his son¡¯s American flag https://t.co/jokO2ppHBP
81,-0.4215,03/28/2018,0.833,0.167,0.0,@FoxNews,".@DineshDSouza: Rosie Broke Law 5 Times With Donations to Dems, Tried to 'Cover Her Tracks' https://t.co/mMS5Acckus"
82,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Dog strolls through live weather forecast in New Hampshire https://t.co/fRnRtxtOrH
83,-0.6249,03/28/2018,0.702,0.298,0.0,@FoxNews,"Students mourn loss of Taco Bell on Georgia Tech campus, organize military-style send-off https://t.co/aVCTdNxURf"
84,0.6908,03/28/2018,0.659,0.0,0.341,@FoxNews,.@CharlesHurt: ¡°From the beginning I don¡¯t think that this was a good faith investigation.¡± https://t.co/0zd6MAuhEw
85,0.4019,03/28/2018,0.838,0.0,0.162,@FoxNews,"Guy who ate 30,000 Big Macs also eats another McDonald¡¯s treat every single day https://t.co/fESyqZfOGZ"
86,0.4019,03/28/2018,0.803,0.0,0.197,@FoxNews,Florida police officers take special needs students to 'turnt up' prom https://t.co/CWwrgvG1iQ
87,-0.3818,03/28/2018,0.729,0.271,0.0,@FoxNews,Hawaii volcano may threaten geothermal power plant https://t.co/GZGogTMcWV
88,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@HillaryClinton goes after 'reality TV' #Trump in New Zealand speech https://t.co/7fXfy3jXTE
89,-0.2732,03/28/2018,0.877,0.123,0.0,@FoxNews,"Cracks in Mueller probe: Questions over Manafort charges, Flynn plea embolden Trump allies - via @JuddBerger 
https://t.co/cgOq4nelGD"
90,-0.0516,03/28/2018,0.699,0.136,0.165,@FoxNews,.@CBedfordDC: ¡°The criminals typically get their hand on guns if they want to get their hands on guns and they¡¯re g¡¦ https://t.co/FGC4HHBcfe
91,-0.5574,03/28/2018,0.783,0.217,0.0,@FoxNews,"Trump rips Kerry for 'possibly illegal Shadow Diplomacy' on Iran deal - via @brookefoxnews 
https://t.co/Uq0E91OiOx"
92,-0.1027,03/28/2018,0.903,0.097,0.0,@FoxNews,Ex-Trump Campaign Adviser Questioned by Mueller Team: 'They Don't Have Anything' on Collusion https://t.co/5GpWyjpYrf
93,0.3182,03/28/2018,0.892,0.0,0.108,@FoxNews,.@JessicaTarlov: ¡°I think there is a much more productive way that we can work together to make sure that Americans¡¦ https://t.co/M66mCCVJHq
94,-0.0258,03/28/2018,0.719,0.144,0.137,@FoxNews,"King Tut mystery solved: No 'hidden chamber' in famous tomb, experts say https://t.co/kqhxOmv4CH"
95,-0.1531,03/28/2018,0.6,0.22,0.18,@FoxNews,U2 angers pro-life fans after tweeting support for legalizing abortion https://t.co/FhqDnr7dTJ
96,-0.4588,03/28/2018,0.85,0.15,0.0,@FoxNews,John Sununu: ¡°The Obama administration¡¯s neglect of America¡¯s leadership role in foreign policy is what caused Pres¡¦ https://t.co/rO7hZnOqyF
97,-0.4588,03/28/2018,0.733,0.267,0.0,@FoxNews,"WWI-era plane makes emergency landing on beach in front of stunned onlookers
https://t.co/Lemviul8gU"
98,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,".@SenatorTimScott: ¡°Let us not listen to the words of the regime, let us watch the actions.¡± https://t.co/jvEtvbLLYT"
99,0.3182,03/28/2018,0.892,0.0,0.108,@FoxNews,NEW RADIO SHOW: Guy Benson and Marie Harf give a fresh take on all the day's issues. @BensonAndHarf premieres TONIG¡¦ https://t.co/6Qp0DigifN
0,0.8481,03/28/2018,0.695,0.0,0.305,@nytimes,"¡°I love it, I feel like I¡¯ve done this theme before,¡± Nicki Minaj said. It took her 5 hours to get ready for this y¡¦ https://t.co/2Sxw40f3IA"
1,0.3612,03/28/2018,0.889,0.0,0.111,@nytimes,Bitcoin set out to replace Wall Street. Now big Wall Street firms are getting ready to start trading contracts for¡¦ https://t.co/z0q9aTO1lb
2,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Sarah Jessica Parker and Andy Cohen are on theme at the Met Gala https://t.co/uhxp3mFfdx https://t.co/WN5MbgwzCa
3,-0.7506,03/28/2018,0.652,0.348,0.0,@nytimes,RT @jessemckinley: NEW/EXCLUSIVE: @NYGovCuomo will call for @AGSchneiderman resignation after reports of abuse. https://t.co/2GQCkTTswC
4,0.4019,03/28/2018,0.876,0.0,0.124,@nytimes,Here's how the Metropolitan Museum convinced the Vatican to be part of the biggest fashion exhibit of the year https://t.co/qiNjvBAI5E
5,-0.1531,03/28/2018,0.918,0.082,0.0,@nytimes,"A new cache of more than 10,000 internal emails offer a detailed look inside the EPA's aggressive efforts to concea¡¦ https://t.co/yQLbXYznEc"
6,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Jaden Smith is already there. He brought his gold record. https://t.co/D2eWDC8bIk
7,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Kim Kardashian West is en route to the Met Gala. https://t.co/FjjYCZoCYl
8,-0.0258,03/28/2018,0.798,0.103,0.099,@nytimes,Some celebrities flirt with the Met Gala themes. But no one takes them on as fearlessly as Rihanna. https://t.co/yCTx8MZz52
9,-0.7506,03/28/2018,0.67,0.33,0.0,@nytimes,"RT @jessemckinley: NEW: @AGSchneiderman accused of array of abusive acts against 4 women. @dannyhakim/@vwang3
here: https://t.co/2GQCkTTswC"
10,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Katy Perry: ¡°I feel very angelic. Celestial. Ethereal.¡± 

Photos: https://t.co/uhxp3mFfdx https://t.co/6BjadMfaLy"
11,-0.7184,03/28/2018,0.739,0.261,0.0,@nytimes,"Breaking News: 4 women are said to have accused New York¡¯s attorney general, Eric Schneiderman, of assault. He had¡¦ https://t.co/W8lhNQoent"
12,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @NYTFashion: It's fashion's biggest night! But mostly, it's Anna's biggest night. #MetGala https://t.co/O88tz1rYxS https://t.co/yet0jFtW¡¦"
13,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,We have a Met Gala trend: Headpieces https://t.co/sQQNWjr5Bb https://t.co/b0eCaI8Hew
14,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Rihanna, one of the night's hosts, has arrived at the Met Gala https://t.co/VFdE8YiJYv https://t.co/AvPUM5ms6X"
15,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/G6i6IYgqpz
16,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,The theme for tonight's Met Gala is ¡°Heavenly Bodies: Fashion and the Catholic Imagination.¡± Here's how guests inte¡¦ https://t.co/hTB7Nalpr6
17,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Olivia Munn began her red carpet prep at 10:30 this morning. 

¡°They had to sew me in on the way here,¡± she said.¡¦ https://t.co/39Fu7EwrU8"
18,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Rita Ora on the Met Gala red carpet: ¡°I forgot my ticket do you think they¡¯ll let me in?¡± https://t.co/zHcDBpIOKv
19,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,NYT photographers are catching some guests before they arrive on the Met Gala red carpet. Here's Amanda Seyfried en¡¦ https://t.co/wdWo8LutDx
20,0.5106,03/28/2018,0.864,0.0,0.136,@nytimes,"Live from New York, it¡¯s the Met Gala. Here are some of the first photos of the glamorous red carpet arrivals.¡¦ https://t.co/LiKVRq6kl2"
21,-0.3384,03/28/2018,0.902,0.098,0.0,@nytimes,"RT @anahadoconnor: My latest: Very low carb, high protein diets led to ""exceptional"" blood sugar control in children and adults with Type 1¡¦"
22,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Expected Met Gala guests include Cardi B, Greta Gerwig, Kim Kardashian West and Mitt and Ann Romney. President Trum¡¦ https://t.co/d0KeHluVOz"
23,0.5574,03/28/2018,0.796,0.0,0.204,@nytimes,"¡°I couldn¡¯t go up my road. It had huge, huge coverage of lava probably close to 10 feet tall.¡± https://t.co/HkrHYEg0D2"
24,-0.0516,03/28/2018,0.934,0.066,0.0,@nytimes,"RT @HannaIngber: Questions on how @nytimes collected and published ISIS' internal documents? Leave them here and @rcallimachi, @meslackman¡¦"
25,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"A ticket to the Met Gala would cost you $30,000. But the event is invitation only, and Anna Wintour has final say o¡¦ https://t.co/RA2M7yyzyR"
26,-0.3612,03/28/2018,0.884,0.116,0.0,@nytimes,Breaking News: President Trump will announce his decision on the Iran nuclear deal tomorrow. He has criticized it r¡¦ https://t.co/vgmUb4Nyup
27,0.2732,03/28/2018,0.909,0.0,0.091,@nytimes,"¡°All we know is that the cash was delivered to certain gamblers at the casinos, and then, after that, the gamblers¡¦ https://t.co/ydHUJkrb4x"
28,-0.8126,03/28/2018,0.67,0.33,0.0,@nytimes,Ohio State is investigating allegations of sexual assault made against a sports doctor who died in 2005 https://t.co/nvcM10Ud5y
29,0.4939,03/28/2018,0.704,0.0,0.296,@nytimes,Feeling a little burned out lately? Here are 3 things that can help. https://t.co/FwIB4EVPdb
30,-0.296,03/28/2018,0.82,0.18,0.0,@nytimes,"A veritable no man¡¯s land, off the coast of Scotland https://t.co/Fo3mcOrMcg https://t.co/GjZjloK5Je"
31,0.7125,03/28/2018,0.81,0.0,0.19,@nytimes,"RT @juliehdavis: In the Rose Garden, Melania Trump launches her BE BEST initiative on child well-being, saying that ¡°too often,¡± social med¡¦"
32,0.3818,03/28/2018,0.729,0.0,0.271,@nytimes,RT @nytimesbooks: The nine stages of creativity https://t.co/mSTr6U3SMx
33,0.4404,03/28/2018,0.868,0.0,0.132,@nytimes,Melania Trump decided to focus her platform on good social media behavior. President Trump suggested she take an ea¡¦ https://t.co/5Ay0pIxh8H
34,-0.4404,03/28/2018,0.861,0.139,0.0,@nytimes,"The NRA¡¯s next president is Oliver North, a central figure in the Iran-contra scandal who became a Fox News comment¡¦ https://t.co/v6FWH7PwfM"
35,-0.4391,03/28/2018,0.838,0.162,0.0,@nytimes,"""The most uncomfortable thing about being naked in a museum, it turns out, is the temperature"" https://t.co/RvG5jUYnSl"
36,-0.4767,03/28/2018,0.819,0.181,0.0,@nytimes,The NFL Players Association filed a grievance against the league on behalf of Eric Reid https://t.co/veCXJtQ4aC
37,0.4939,03/28/2018,0.819,0.0,0.181,@nytimes,"RT @nytopinion: Until we have a federal government willing to take on monopolies by corporate behemoths like Amazon, I¡¯m rooting for Barnes¡¦"
38,-0.7552,03/28/2018,0.746,0.254,0.0,@nytimes,Massachusetts¡¯s highest court ruled that MIT could not be held responsible for the 2009 suicide of one of its stude¡¦ https://t.co/mfpJtCKxbj
39,0.34,03/28/2018,0.888,0.0,0.112,@nytimes,Scott Pruitt has defended the secrecy of his schedule as a security precaution. But emails show it is aimed mostly¡¦ https://t.co/zxiMDJs3u9
40,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,The Trump administration is doubling down on a new zero-tolerance policy against undocumented immigrants and unauth¡¦ https://t.co/72jtr8AeYz
41,-0.3182,03/28/2018,0.905,0.095,0.0,@nytimes,"RT @alanblinder: James Shaw Jr., who disarmed the Waffle House gunman in Tennessee, has now raised $227,000 for the victims of last month's¡¦"
42,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,300 new subway cars should have arrived in New York City by January 2017. Only 32 of those cars are now on the trac¡¦ https://t.co/yyiTiuVg4x
43,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"U.S. oil prices cracked $70 a barrel on Monday, the first time it has climbed that high since 2014 https://t.co/tLEcEEJsbH"
44,0.4588,03/28/2018,0.85,0.0,0.15,@nytimes,"Officially, it¡¯s the Metropolitan Museum of Art Costume Institute benefit. 
Unofficially, it's ¡°the Oscars of the E¡¦ https://t.co/y4e3QxalUZ"
45,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @TheSteinLine: Steve Kerr says he can¡¯t bring himself to call them the Hamptons Five, but Draymond Green is all in. @NYTSports column on¡¦"
46,-0.8625,03/28/2018,0.652,0.348,0.0,@nytimes,States that are having trouble with lethal injection are looking for other ways to carry out the death penalty. Hig¡¦ https://t.co/COURDK9WbO
47,0.25,03/28/2018,0.9,0.0,0.1,@nytimes,"Kellyanne Conway plays a central White House role. But her husband, George T. Conway III, is seemingly using Twitte¡¦ https://t.co/qosIrdWfSS"
48,-0.296,03/28/2018,0.645,0.355,0.0,@nytimes,No more basic broccoli https://t.co/kUcTh1s39F
49,0.0516,03/28/2018,0.773,0.108,0.119,@nytimes,Patagonia has supported grass-roots environmental activists for decades. Now it's suing President Trump in a bid to¡¦ https://t.co/3vfAeemS8V
50,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @VVFriedman: It's MetGala Monday! Ahead of tonight's red carpet extravaganza, a crib sheet on everything you need to know, including who¡¦"
51,-0.296,03/28/2018,0.885,0.115,0.0,@nytimes,"""I called my wife and said there¡¯s no reason for you to come, there¡¯s nothing to get"" https://t.co/5C0XgbdfmF"
52,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"In a phone call, Mitch McConnell urged President Trump to weigh in against Don Blankenship's Senate candidacy, an o¡¦ https://t.co/cOwShmtSgu"
53,-0.7096,03/28/2018,0.722,0.232,0.046,@nytimes,"A star baseball player admitted to molesting a girl when he was 15, but denies it now. Should his college let him p¡¦ https://t.co/b846KbMdxw"
54,-0.2023,03/28/2018,0.775,0.127,0.099,@nytimes,"RT @nytopinion: On May 9, 2017, the president of the United States fired the man leading an investigation into his campaign's ties to Russi¡¦"
55,-0.6124,03/28/2018,0.792,0.208,0.0,@nytimes,Skeletal remains. Bomb remnants. An empty vault that used to hold money. Nearly a year after Marawi was seized by p¡¦ https://t.co/y7qtPbeKTd
56,0.7845,03/28/2018,0.706,0.0,0.294,@nytimes,The Mountain is the strongest man on ¡°Game of Thrones.¡± Now he¡¯s the strongest man in the real world as well. https://t.co/O4wy1Vz9YX
57,-0.9035,03/28/2018,0.515,0.485,0.0,@nytimes,"A Danish inventor will not challenge the verdict ? that he was guilty of sexually assaulting and killing Kim Wall,¡¦ https://t.co/SCPAyzRTxO"
58,0.2225,03/28/2018,0.87,0.047,0.082,@nytimes,RT @TimHerrera: Feeling burned out is real (and normal!) and takes a toll on every part of your life. Take a two-hour lunch today! Leave wo¡¦
59,-0.25,03/28/2018,0.889,0.111,0.0,@nytimes,"Dikembe Mutombo wagged his finger. 
Michael Jordan stuck his tongue out. 
Brad Marchand ... licked opponents? https://t.co/p8RpKvdIh5"
60,0.5504,03/28/2018,0.785,0.0,0.215,@nytimes,"California¡¯s economy has soared into the stratosphere, but not without inflicting some pain https://t.co/0l4T2tkX6N"
61,0.4404,03/28/2018,0.828,0.0,0.172,@nytimes,The tweet was a political gift to Don Blankenship¡¯s 2 main rivals in the Republican primary https://t.co/M9zdB0zMfH
62,-0.6597,03/28/2018,0.812,0.188,0.0,@nytimes,"RT @nytimesworld: India is grappling with a string of horrific crimes against women. Earlier this week, a 16-year-old girl was gang raped.¡¦"
63,-0.296,03/28/2018,0.901,0.099,0.0,@nytimes,"¡°If there¡¯s no intervention, it¡¯s going to affect the existence of the Warao. A part of the population is going to¡¦ https://t.co/mcLf2FtHiZ"
64,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"There¡¯s a hockey team in the Czech Republic that performs a yearly sage-burning ritual on the ice, a rugby team in¡¦ https://t.co/OscInl72Ss"
65,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"The Met Gala is ""reality TV at its most glamorous,"" @VVfriedman writes. Here's who gets to go. https://t.co/L6hWxS7F1O"
66,-0.3612,03/28/2018,0.865,0.135,0.0,@nytimes,"President Trump criticized the prosecutors leading the Russia investigation, tweeting ¡°just wait ¡¯till the Courts g¡¦ https://t.co/KZa2t1GjBt"
67,-0.34,03/28/2018,0.862,0.138,0.0,@nytimes,Federal prosecutors are increasingly pursuing low-level gun possession cases at the urging of Jeff Sessions https://t.co/LPwU13zX2s
68,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @AllMattNYT: When it came to harvesting data, Cambridge Analytica was an amateur operation compared to what academics have been up to fo¡¦"
69,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Why the E. coli outbreak is eluding food investigators https://t.co/GIqaFD21IV https://t.co/DaXw4GrmOu
70,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"As President Trump¡¯s lawyer, Rudy Giuliani may be drawing from the playbook he used 30 years ago as a New York City¡¦ https://t.co/zEBkfAsQhw"
71,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/JnV4IkFLoq
72,-0.296,03/28/2018,0.916,0.084,0.0,@nytimes,"RT @FrancesRobles: La mujer a la que entrevist? en febrero para este informe a?n no tiene luz, ocho meses despu?s de que la perdi? en hurac¡¦"
73,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @FrancesRobles: The woman I interviewed in February for this story texted me this morning -- she STILL does not have power, 8 months aft¡¦"
74,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Berkshire Hathaway is (slightly) less about Warren Buffett https://t.co/EQgTvLXzKs
75,-0.2263,03/28/2018,0.757,0.12,0.124,@nytimes,RT @nytimesworld: A naked man was caught on multiple cameras attacking his girlfriend in the lobby of a Peru hotel. He was acquitted. Twice¡¦
76,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Children¡¯s Books: Turning Myths and Fairy Tales on Their Heads https://t.co/s9v63rnAlb
77,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"After Hurricanes Maria and Irma, Puerto Rico all but slipped from the modern era https://t.co/ld8lKNUPGT"
78,0.4019,03/28/2018,0.876,0.0,0.124,@nytimes,Here's how the Metropolitan Museum convinced the Vatican to be part of the biggest fashion exhibit of the year https://t.co/HYUJqjLumh
79,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Vladimir Putin Is Sworn In as Russia¡¯s President https://t.co/UJQiLIpDfl
80,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Treating Workers Fairly at Rent the Runway https://t.co/O8ZqCICI20
81,0.5859,03/28/2018,0.703,0.0,0.297,@nytimes,Can a ¡®Policy Nerd¡¯ Economist Win Over Republicans in Ohio? https://t.co/McXKbyQORk
82,-0.8885,03/28/2018,0.247,0.613,0.14,@nytimes,"In Fight Against Violent Crime, Justice Dept. Targets Low-Level Gun Offenders https://t.co/vSTkDsR4dG"
83,-0.2732,03/28/2018,0.84,0.16,0.0,@nytimes,"AIDS Runs Rampant in Venezuela, Putting an Ancient Culture at Risk https://t.co/TkNiU9uepq"
84,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Pursuits: On the Rug Route in Romania, Kilims and an Enduring Culture https://t.co/XZYDZveiZc"
85,0.8885,03/28/2018,0.604,0.0,0.396,@nytimes,"¡°People go on a cruise to see beautiful islands, clear waters and gorgeous beaches. These companies have a direct s¡¦ https://t.co/EyUrtxEotV"
86,0.4005,03/28/2018,0.881,0.0,0.119,@nytimes,"New research suggests that extinction is more easily set in motion than previously thought, and that once it gets s¡¦ https://t.co/kKN5ZapGcS"
87,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Chimpanzees that endure the blazing heat of African savannas may offer us hints about how our own ancestors left th¡¦ https://t.co/QS8UdkJTb6
88,0.3612,03/28/2018,0.878,0.0,0.122,@nytimes,"How did Beyonc? put her Coachella show together? JaQuel Knight and Chris Grant, her 2 main choreographers, talk us¡¦ https://t.co/S8JNy1HqBo"
89,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Tech Tip: Overcome With Emoji https://t.co/JbvKEXBhRM
90,0.3182,03/28/2018,0.881,0.0,0.119,@nytimes,"""If there¡¯s a universal truth to be drawn from the current makeup landscape, it¡¯s that more is more"" https://t.co/gvQ8HBe9m9"
91,0.4767,03/28/2018,0.661,0.101,0.238,@nytimes,He arrived at the Supreme Court last year with a reputation as a fine writer. He promptly lost it. https://t.co/vl5H3XTGk6
92,-0.2263,03/28/2018,0.872,0.128,0.0,@nytimes,"When New Zealand disappeared from world maps, its prime minister found a tourism campaign https://t.co/erKknuIdBi"
93,0.5267,03/28/2018,0.848,0.0,0.152,@nytimes,"Europeans are about to gain new rights over companies that hold their data. Here's what will, and won't, change. https://t.co/JxDR2MecOF"
94,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"In the student uprisings of Paris 1968, printed posters were used in a fashion similar to social media today https://t.co/mEfXWdfdHd"
95,0.2732,03/28/2018,0.9,0.0,0.1,@nytimes,"If you only use a few emoji characters, you can create text shortcuts for them and disable the emoji keyboard https://t.co/v1S7TlUbEG"
96,0.1779,03/28/2018,0.925,0.0,0.075,@nytimes,Something to think about next time you see mold growing on strawberries that you left in your fridge for too long https://t.co/gO2boowlDA
97,0.4215,03/28/2018,0.882,0.0,0.118,@nytimes,¡°We still don¡¯t tell accurate history of our country and we still don¡¯t frame that the United States is a country b¡¦ https://t.co/z6VwA48uct
98,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,This isn't creepy at all... https://t.co/m0YYt0vEG0
99,-0.128,03/28/2018,0.919,0.081,0.0,@nytimes,"Some of the most intriguing relics of Sofia, Bulgaria's tangled past are lurking just below the sidewalk https://t.co/M7DqCPEAC9"
